order_item_id,order_id,product_id,quantity,sales,profit
519,28114,396,3,297,59.400000000000006
520,19865,516,3,690,138.0
521,23275,777,1,70,14.0
522,34449,485,3,720,144.0
523,6919,195,4,1020,204.0
524,4876,1482,5,2105,421.0
525,9741,42,2,332,66.4
526,35688,1500,4,476,95.2
527,10657,1017,1,277,55.400000000000006
528,26540,309,3,1044,208.8
529,29673,1768,2,820,164.0
530,27289,1197,1,420,84.0
531,24795,419,5,1665,333.0
532,25651,1758,4,1176,235.20000000000002
533,3974,1593,2,242,48.400000000000006
534,7996,1227,2,398,79.60000000000001
535,39286,380,4,564,112.80000000000001
536,25112,974,4,236,47.2
537,49502,1867,1,473,94.60000000000001
538,15655,610,2,982,196.4
539,48332,705,4,1256,251.20000000000002
540,36772,1852,1,318,63.6
541,20646,97,4,1428,285.6
542,32413,1958,2,874,174.8
543,13094,1612,1,72,14.4
544,6183,706,2,674,134.8
545,44127,946,1,133,26.6
546,47297,371,5,655,131.0
547,1117,171,4,1464,292.8
548,22354,20,5,170,34.0
549,31616,155,4,384,76.80000000000001
550,30506,1046,5,1200,240.0
551,9705,1034,2,756,151.20000000000002
552,13596,1678,2,940,188.0
553,1282,295,3,1254,250.8
554,31499,119,2,906,181.20000000000002
555,18986,684,1,167,33.4
556,27713,679,1,123,24.6
557,13147,521,4,1656,331.20000000000005
558,27955,1917,3,1278,255.60000000000002
559,46027,1468,4,1164,232.8
560,4568,472,4,1180,236.0
561,45516,665,4,1816,363.20000000000005
562,39928,1590,5,1110,222.0
563,29361,370,1,114,22.8
564,31038,1891,3,897,179.4
565,2062,936,3,573,114.60000000000001
566,3483,274,3,1158,231.60000000000002
567,7795,686,3,978,195.60000000000002
568,41876,1523,3,1449,289.8
569,46721,1020,1,466,93.2
570,21378,1173,1,489,97.80000000000001
571,43964,1160,5,1405,281.0
572,4603,1634,4,356,71.2
573,30582,1480,1,136,27.200000000000003
574,17148,305,5,1045,209.0
575,37586,1836,1,380,76.0
576,45312,1893,4,168,33.6
577,14886,1372,5,2240,448.0
578,43636,646,1,22,4.4
579,37946,564,3,231,46.2
580,48330,234,1,345,69.0
581,45407,204,1,458,91.60000000000001
582,30356,600,3,231,46.2
583,37920,1095,2,994,198.8
584,14386,1657,1,61,12.200000000000001
585,10486,444,4,572,114.4
586,21172,1583,1,254,50.800000000000004
587,2548,808,2,952,190.4
588,35784,504,4,932,186.4
589,33330,1362,4,1560,312.0
590,4342,270,1,435,87.0
591,33174,564,1,200,40.0
592,17005,1477,2,794,158.8
593,29707,370,3,828,165.60000000000002
594,10402,44,1,37,7.4
595,20924,1120,1,95,19.0
596,7832,227,3,921,184.20000000000002
597,19203,1915,1,107,21.400000000000002
598,26019,1471,1,341,68.2
599,30193,1960,4,1208,241.60000000000002
600,35899,967,3,411,82.2
601,47772,958,3,150,30.0
602,33215,1605,1,404,80.80000000000001
603,12218,9,2,938,187.60000000000002
604,49751,318,5,695,139.0
605,38948,799,2,792,158.4
606,6124,29,4,1816,363.20000000000005
607,28161,755,3,423,84.60000000000001
608,30874,1020,3,705,141.0
609,36332,687,1,333,66.60000000000001
610,4682,1118,2,584,116.80000000000001
611,29984,1685,3,354,70.8
612,38382,391,4,1372,274.40000000000003
613,46069,41,3,282,56.400000000000006
614,42678,523,5,595,119.0
615,7408,1009,4,456,91.2
616,29186,586,3,684,136.8
617,18062,965,4,1724,344.8
618,10012,629,4,204,40.800000000000004
619,16666,577,3,792,158.4
620,29277,865,4,844,168.8
621,2372,1525,1,332,66.4
622,6900,954,2,358,71.60000000000001
623,32291,1857,3,165,33.0
624,10554,169,4,328,65.60000000000001
625,19096,1187,3,78,15.600000000000001
626,3496,656,2,58,11.600000000000001
627,20517,1428,2,990,198.0
628,4738,95,1,234,46.800000000000004
629,8827,1586,2,920,184.0
630,25355,1432,1,43,8.6
631,11424,854,3,840,168.0
632,17788,1625,5,2185,437.0
633,20827,86,2,390,78.0
634,17925,427,4,1456,291.2
635,13713,1601,3,1239,247.8
636,28475,1906,2,70,14.0
637,347,176,4,1660,332.0
638,16212,89,3,1152,230.4
639,2959,645,3,1263,252.60000000000002
640,28030,453,3,510,102.0
641,22184,318,2,704,140.8
642,12190,14,4,320,64.0
643,43121,297,2,394,78.80000000000001
644,43889,1093,3,342,68.4
645,49755,1916,4,280,56.0
646,42345,1924,3,111,22.200000000000003
647,27910,1224,2,348,69.60000000000001
648,27072,2000,4,436,87.2
649,5543,1860,3,957,191.4
650,34789,1706,2,376,75.2
651,36307,726,3,624,124.80000000000001
652,38158,699,5,910,182.0
653,5375,1791,2,244,48.800000000000004
654,17983,1241,2,336,67.2
655,8251,739,1,253,50.6
656,31033,180,4,1696,339.20000000000005
657,41160,1164,1,300,60.0
658,32046,976,3,909,181.8
659,26610,696,5,2260,452.0
660,24891,1039,5,2420,484.0
661,1442,600,4,756,151.20000000000002
662,13052,120,5,290,58.0
663,7449,1937,2,662,132.4
664,17202,515,3,864,172.8
665,17800,1012,4,1136,227.20000000000002
666,10404,541,1,20,4.0
667,39575,762,2,556,111.2
668,34974,171,5,2415,483.0
669,35162,128,3,201,40.2
670,7851,793,3,852,170.4
671,1629,1651,5,410,82.0
672,5868,240,1,420,84.0
673,13660,1745,3,1119,223.8
674,42731,901,4,124,24.8
675,21232,1601,2,194,38.800000000000004
676,743,858,1,464,92.80000000000001
677,27503,415,5,1855,371.0
678,6390,87,1,157,31.400000000000002
679,26828,18,3,654,130.8
680,37041,595,2,204,40.800000000000004
681,746,251,2,928,185.60000000000002
682,39987,598,1,211,42.2
683,45776,1630,1,192,38.400000000000006
684,23239,628,3,1095,219.0
685,25171,1305,5,330,66.0
686,16306,81,3,1176,235.20000000000002
687,4773,1536,5,455,91.0
688,34973,1025,1,52,10.4
689,10668,273,4,960,192.0
690,45786,1146,1,224,44.800000000000004
691,35773,1990,4,1280,256.0
692,19071,533,1,373,74.60000000000001
693,6258,1872,1,147,29.400000000000002
694,38713,790,5,1315,263.0
695,31841,528,2,314,62.800000000000004
696,8598,59,3,165,33.0
697,22429,1397,2,946,189.20000000000002
698,1361,929,3,306,61.2
699,44550,743,2,72,14.4
700,35802,1372,2,260,52.0
701,19835,208,2,548,109.60000000000001
702,41081,516,2,226,45.2
703,18837,1140,5,435,87.0
704,3221,1399,2,354,70.8
705,32336,783,2,984,196.8
706,12730,670,2,450,90.0
707,48941,1848,2,868,173.60000000000002
708,32385,1482,1,207,41.400000000000006
709,37642,407,3,1089,217.8
710,46770,672,1,125,25.0
711,25773,1272,4,1016,203.20000000000002
712,38571,836,2,904,180.8
713,13678,1928,5,1010,202.0
714,39479,1106,3,519,103.80000000000001
715,10588,502,1,84,16.8
716,19364,1155,5,245,49.0
717,20316,281,1,460,92.0
718,34107,1444,5,930,186.0
719,25929,736,2,620,124.0
720,29833,68,3,315,63.0
721,18191,1702,1,315,63.0
722,44877,1878,4,612,122.4
723,34518,1414,3,762,152.4
724,42305,1359,5,2330,466.0
725,13111,1410,4,692,138.4
726,10582,231,2,260,52.0
727,5062,146,1,400,80.0
728,32151,1083,1,295,59.0
729,23388,677,1,93,18.6
730,32016,1442,3,636,127.2
731,7617,1644,5,795,159.0
732,13609,531,5,1425,285.0
733,491,1340,4,300,60.0
734,16493,192,5,2355,471.0
735,32033,1742,2,58,11.600000000000001
736,32357,1245,2,264,52.800000000000004
737,10959,806,2,524,104.80000000000001
738,6161,1925,3,777,155.4
739,43297,1828,1,299,59.800000000000004
740,5952,951,2,388,77.60000000000001
741,1926,1583,2,312,62.400000000000006
742,49868,1123,2,944,188.8
743,32821,930,2,382,76.4
744,33986,211,5,670,134.0
745,22115,892,4,1684,336.8
746,41290,122,1,441,88.2
747,27584,1604,1,36,7.2
748,12724,26,1,23,4.6000000000000005
749,43514,1022,1,441,88.2
750,9657,1626,3,1206,241.20000000000002
751,32461,1259,4,816,163.20000000000002
752,42554,727,1,86,17.2
753,24308,1003,4,456,91.2
754,27902,1090,5,850,170.0
755,36901,1135,3,1332,266.40000000000003
756,18102,126,1,294,58.800000000000004
757,46720,307,2,78,15.600000000000001
758,21644,680,5,1065,213.0
759,413,1447,1,331,66.2
760,30052,1025,1,64,12.8
761,29411,576,4,1120,224.0
762,20087,1989,4,316,63.2
763,45899,363,5,355,71.0
764,41797,1415,3,1275,255.0
765,24196,1401,5,950,190.0
766,26400,841,1,328,65.60000000000001
767,22276,1738,5,1005,201.0
768,12286,1238,1,165,33.0
769,15840,986,3,297,59.400000000000006
770,17776,385,4,1800,360.0
771,19778,77,5,1525,305.0
772,18144,1867,4,1452,290.40000000000003
773,29826,1943,4,952,190.4
774,43561,1921,2,596,119.2
775,34617,1687,3,1335,267.0
776,42407,1784,5,2365,473.0
777,38926,370,4,1520,304.0
778,22970,1515,3,912,182.4
779,3629,1686,5,685,137.0
780,1566,822,1,196,39.2
781,37931,813,2,64,12.8
782,34453,1100,1,252,50.400000000000006
783,29448,257,3,1383,276.6
784,42363,1141,5,2050,410.0
785,45943,1805,3,1374,274.8
786,25644,648,5,2410,482.0
787,42863,110,5,1215,243.0
788,15284,1836,4,1500,300.0
789,14457,166,5,1440,288.0
790,7966,1877,1,219,43.800000000000004
791,35181,1452,3,1092,218.4
792,32641,913,5,1290,258.0
793,34375,1206,5,1760,352.0
794,35990,1374,4,1224,244.8
795,35683,961,2,56,11.200000000000001
796,3053,60,5,1340,268.0
797,35920,791,2,532,106.4
798,17170,1586,5,1340,268.0
799,33185,1018,3,1110,222.0
800,44261,658,1,452,90.4
801,18411,1288,2,996,199.20000000000002
802,32828,695,3,600,120.0
803,16832,1223,1,112,22.400000000000002
804,46486,1324,3,681,136.20000000000002
805,12478,127,3,1095,219.0
806,9858,1350,1,80,16.0
807,185,472,1,20,4.0
808,17974,1669,5,2190,438.0
809,18573,1836,4,1540,308.0
810,31684,198,2,526,105.2
811,35290,1578,5,1120,224.0
812,17355,1790,2,40,8.0
813,47037,636,1,349,69.8
814,15007,1250,4,1476,295.2
815,6123,1044,4,104,20.8
816,46689,1789,5,2500,500.0
817,5665,1424,5,1010,202.0
818,1639,962,5,500,100.0
819,17682,576,5,2310,462.0
820,29155,1626,2,278,55.6
821,3563,1115,1,382,76.4
822,26244,926,4,1584,316.8
823,46202,935,3,969,193.8
824,39519,748,2,416,83.2
