customer_id,customer_name,city,region,join_date
493,Customer_493,New York,Europe,2022-09-22
494,Customer_494,Mumbai,Middle East,2023-09-29
495,Customer_495,Delhi,Middle East,2022-12-19
496,Customer_496,Delhi,India,2022-10-12
497,Customer_497,Mumbai,Asia,2024-01-19
498,Customer_498,Delhi,North America,2022-01-29
499,Customer_499,Dubai,Asia,2022-02-03
500,Customer_500,Mumbai,India,2022-07-22
501,Customer_501,New York,Asia,2024-03-10
502,Customer_502,Mumbai,North America,2022-04-23
503,Customer_503,London,Middle East,2022-11-19
504,Customer_504,London,India,2022-06-21
505,Customer_505,Mumbai,Middle East,2023-03-28
506,Customer_506,Delhi,India,2022-09-15
507,Customer_507,Mumbai,Europe,2022-01-02
508,Customer_508,New York,Middle East,2024-02-01
509,Customer_509,London,North America,2023-12-01
510,Customer_510,Delhi,North America,2023-12-04
511,Customer_511,Mumbai,Middle East,2023-12-02
512,Customer_512,New York,Middle East,2023-01-01
513,Customer_513,New York,North America,2022-10-15
514,Customer_514,Dubai,Europe,2022-06-08
515,Customer_515,Mumbai,North America,2022-02-14
516,Customer_516,Mumbai,Asia,2023-12-04
517,Customer_517,Dubai,North America,2023-04-01
518,Customer_518,Dubai,Middle East,2022-04-09
519,Customer_519,New York,Middle East,2024-01-31
520,Customer_520,Dubai,India,2022-06-25
521,Customer_521,New York,Europe,2023-03-29
522,Customer_522,Delhi,Asia,2023-11-05
523,Customer_523,Delhi,India,2024-03-03
524,Customer_524,London,India,2022-01-22
525,Customer_525,Mumbai,Europe,2023-05-15
526,Customer_526,New York,Europe,2023-07-06
527,Customer_527,Mumbai,India,2023-11-16
528,Customer_528,New York,Middle East,2022-02-03
529,Customer_529,London,Asia,2022-09-18
530,Customer_530,Delhi,North America,2023-11-10
531,Customer_531,Mumbai,North America,2023-08-30
532,Customer_532,Dubai,Middle East,2023-07-28
533,Customer_533,Delhi,North America,2023-01-18
534,Customer_534,Mumbai,North America,2023-07-12
535,Customer_535,London,India,2022-01-23
536,Customer_536,Delhi,India,2023-10-08
537,Customer_537,New York,North America,2023-04-07
538,Customer_538,Mumbai,Europe,2022-09-02
539,Customer_539,London,Middle East,2022-03-16
540,Customer_540,New York,North America,2023-08-05
541,Customer_541,Dubai,India,2022-10-23
542,Customer_542,New York,Asia,2023-06-07
543,Customer_543,New York,Asia,2023-03-28
544,Customer_544,Dubai,India,2024-02-01
545,Customer_545,Mumbai,Middle East,2023-08-12
546,Customer_546,New York,Middle East,2024-01-22
547,Customer_547,Mumbai,Middle East,2023-04-15
548,Customer_548,London,Europe,2023-10-09
549,Customer_549,New York,Middle East,2023-07-18
550,Customer_550,London,Europe,2023-07-08
551,Customer_551,Mumbai,North America,2022-11-16
552,Customer_552,London,North America,2022-10-24
553,Customer_553,Dubai,Europe,2022-04-29
554,Customer_554,Mumbai,North America,2023-02-22
555,Customer_555,London,Europe,2024-03-07
556,Customer_556,Dubai,Middle East,2022-06-17
557,Customer_557,Delhi,India,2022-06-10
558,Customer_558,Delhi,North America,2023-10-15
559,Customer_559,London,Middle East,2023-09-27
560,Customer_560,Mumbai,Europe,2022-03-07
561,Customer_561,Mumbai,North America,2022-04-22
562,Customer_562,Mumbai,Middle East,2023-08-30
563,Customer_563,Mumbai,India,2022-10-16
564,Customer_564,Delhi,Middle East,2023-09-29
565,Customer_565,New York,India,2022-03-16
566,Customer_566,Mumbai,Europe,2023-04-30
567,Customer_567,Delhi,North America,2022-01-10
568,Customer_568,New York,Middle East,2022-09-07
569,Customer_569,Mumbai,Middle East,2022-06-05
570,Customer_570,Mumbai,North America,2022-11-14
571,Customer_571,London,Middle East,2024-02-13
572,Customer_572,Dubai,North America,2022-05-19
573,Customer_573,Mumbai,Asia,2022-07-14
574,Customer_574,Mumbai,Middle East,2022-12-22
575,Customer_575,Delhi,Middle East,2022-02-02
576,Customer_576,New York,Middle East,2023-07-08
577,Customer_577,Delhi,Middle East,2022-02-23
578,Customer_578,Dubai,Asia,2023-08-22
579,Customer_579,Delhi,Europe,2023-03-21
580,Customer_580,Mumbai,Asia,2023-10-26
581,Customer_581,Mumbai,Middle East,2022-09-15
582,Customer_582,New York,Middle East,2022-05-30
583,Customer_583,London,Asia,2022-12-16
584,Customer_584,Dubai,Asia,2022-07-14
585,Customer_585,Delhi,North America,2023-12-06
586,Customer_586,Dubai,India,2023-08-20
587,Customer_587,Delhi,Middle East,2024-01-01
588,Customer_588,Delhi,Asia,2022-10-31
589,Customer_589,Mumbai,North America,2022-11-10
590,Customer_590,New York,Europe,2022-07-19
591,Customer_591,New York,North America,2023-02-10
592,Customer_592,New York,India,2023-04-09
593,Customer_593,Mumbai,India,2023-04-12
594,Customer_594,London,India,2022-08-27
595,Customer_595,Delhi,Asia,2022-07-17
596,Customer_596,New York,Middle East,2023-03-31
597,Customer_597,Dubai,Middle East,2023-07-22
598,Customer_598,New York,North America,2024-01-07
599,Customer_599,Delhi,Middle East,2023-10-14
600,Customer_600,New York,North America,2022-03-05
601,Customer_601,Dubai,North America,2022-11-16
602,Customer_602,New York,Europe,2023-10-21
603,Customer_603,New York,Europe,2022-02-09
604,Customer_604,Dubai,Asia,2023-02-28
605,Customer_605,Delhi,North America,2022-05-25
606,Customer_606,London,Middle East,2023-11-21
607,Customer_607,New York,North America,2023-11-18
608,Customer_608,London,India,2022-04-13
609,Customer_609,London,Middle East,2024-02-29
610,Customer_610,Delhi,North America,2023-09-13
611,Customer_611,London,Europe,2022-07-25
612,Customer_612,New York,Europe,2022-12-25
613,Customer_613,Mumbai,Europe,2023-09-13
